관리번호,자치구,와이파이명,도로명주소,상세주소,설치위치(층),설치유형,설치기관,서비스구분,망종류,설치년도,실내외구분,wifi접속환경,X좌표,Y좌표,작업일자,,
GS040058,강서구,등촌3동,등촌동 702-5 CCTV,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.841,37.544556,57:52.0,,
GS040059,강서구,등촌3동,등촌동 698 로얄프라자 앞 CCTV,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84167,37.54455,57:52.0,,
GS040060,강서구,등촌3동,공항대로 379,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84988,37.5571,57:52.0,,
GS040061,강서구,등촌3동,공항대로 383,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.85047,37.556885,57:52.0,,
GS040062,강서구,등촌3동,공항대로 375,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84941,37.557262,57:52.0,,
GS040063,강서구,등촌3동,공항대로 337,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84516,37.558155,57:52.0,,
GS040064,강서구,등촌3동,공항대로 323,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84516,37.558155,57:52.0,,
GS040065,강서구,등촌3동,공항대로 281,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83882,37.558815,57:52.0,,
GS040066,강서구,등촌3동,등촌동 705-4(지상3층 다목적실),,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2020,실내,,126.84785,37.558907,57:52.0,,
GS040067,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040068,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040069,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040070,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040071,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040072,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040073,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040074,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040075,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS040076,강서구,강서구민올림픽체육센터,등촌동 707-3,,,4. 문화관광,체육시설,자치구,공공WiFi,자가망U무선망,2020,실내,,126.85055,37.55967,57:52.0,
GS050008,강서구,화곡본동시장,화곡본동 98-252  화곡건강원 옆,,,2. 전통시장,자치구,공공WiFi,자가망U무선망,2019,실외,,126.84408,37.54277,57:52.0,,
GS050009,강서구,화곡본동시장,화곡본동 98-252  영양족발상점 옆,,,2. 전통시장,자치구,공공WiFi,자가망U무선망,2019,실외,,126.843346,37.542866,57:52.0,,
GS050014,강서구,화곡본동,화곡본동 46-148  1층,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2011,실내,,126.8415,37.53069,57:52.0,,
GS050015,강서구,화곡본동,화곡본동 46-148  2층 초록향기작은도서관,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2016,실내,,126.8415,37.53069,57:52.0,,
GS050016,강서구,화곡본동,화곡본동 46-148  정면 2층  외벽,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2019,실외,,126.847565,37.54399,57:52.0,,
GS050027,강서구,화곡본동,화곡동 98-22,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8441,37.543365,57:52.0,,
GS050028,강서구,화곡본동,화곡본동 357-1 CCTV,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.837494,37.531452,57:52.0,,
GS050029,강서구,소나무공원,화곡동 29-31(소나무공원),,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84783,37.54707,57:52.0,,
GS050030,강서구,산새공원,화곡동 772(산새공원),,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.85037,37.54617,57:52.0,,
GS050031,강서구,박장공원,화곡동 56-25(박장공원),,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.849014,37.540585,57:52.0,,
GS050032,강서구,화곡본동,까치산로 101,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84874,37.547188,57:52.0,,
GS050033,강서구,화곡본동,까치산로 93,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84822,37.54655,57:52.0,,
GS050034,강서구,화곡본동,까치산로 83,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.847786,37.54599,57:52.0,,
GS050035,강서구,화곡본동,까치산로 75,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84719,37.545204,57:52.0,,
GS050036,강서구,화곡본동,까치산로 65,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.846634,37.54458,57:52.0,,
GS050037,강서구,화곡본동,까치산로 55,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84583,37.543888,57:52.0,,
GS050038,강서구,화곡본동,까치산로 45,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84505,37.543297,57:52.0,,
GS050039,강서구,화곡본동,까치산로 37,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84438,37.542835,57:52.0,,
GS050040,강서구,화곡본동,까치산로 29,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.843765,37.542404,57:52.0,,
GS050041,강서구,화곡본동,까치산로 19,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84294,37.54183,57:52.0,,
GS050042,강서구,화곡본동,까치산로 11,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.842384,37.541252,57:52.0,,
GS050043,강서구,화곡본동,까치산로 4,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84177,37.5405,57:52.0,,
GS050044,강서구,화곡본동,화곡동 982-15,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84787,37.54897,57:52.0,,
GS050045,강서구,화곡본동,화곡동 971-2,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84913,37.54778,57:52.0,,
GS050046,강서구,화곡본동,화곡동 29-224,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.851456,37.546154,57:52.0,,
GS050047,강서구,화곡본동,화곡동 46-181,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8488,37.544273,57:52.0,,
GS050048,강서구,화곡본동,화곡본동 24-562,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84551,37.544643,57:52.0,,
GS050049,강서구,화곡본동,화곡동 98-168,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8451,37.543903,57:52.0,,
GS050050,강서구,화곡본동,화곡동 110-65,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8441,37.544224,57:52.0,,
GS050051,강서구,화곡본동,화곡동 59-9(화곡초),,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84694,37.54266,57:52.0,,
GS050052,강서구,화곡본동,화곡동 61-51,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84589,37.542118,57:52.0,,
GS050053,강서구,화곡본동,화곡동 61-97,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.846924,37.541668,57:52.0,,
GS050054,강서구,화곡본동,화곡동 51-40,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84806,37.54268,57:52.0,,
GS050055,강서구,화곡본동,화곡동 55-70,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84833,37.541595,57:52.0,,
GS050056,강서구,화곡본동,화곡동 57-29(화일초),,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84852,37.540302,57:52.0,,
GS050057,강서구,화곡본동,화곡동 55-93,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84961,37.54216,57:52.0,,
GS050058,강서구,화곡본동,화곡동 56-28,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8506,37.541523,57:52.0,,
GS050059,강서구,화곡본동,화곡동 56-62,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.851,37.5407,57:52.0,,
GS050060,강서구,화곡본동,화곡동 56-108,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.85139,37.54007,57:52.0,,
GS050061,강서구,화곡본동,화곡동 56-703,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.85162,37.539017,57:52.0,,
GS050062,강서구,화곡본동,화곡동 56-151,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84883,37.539032,57:52.0,,
GS050063,강서구,화곡본동,화곡동 56-433,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84802,37.539085,57:52.0,,
GS050064,강서구,화곡본동,화곡동 102-321,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84706,37.538746,57:52.0,,
GS050065,강서구,화곡본동,화곡동 102-66,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.846596,37.539406,57:52.0,,
GS050066,강서구,화곡본동,화곡동 102-21,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84645,37.54012,57:52.0,,
GS050067,강서구,화곡본동,화곡동 102-143,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84508,37.53868,57:52.0,,
GS050068,강서구,화곡본동,화곡동 105-207,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84458,37.54,57:52.0,,
GS050069,강서구,화곡본동,화곡동 105-239,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.843056,37.53947,57:52.0,,
GS050070,강서구,까치산근린공원,화곡동 102-206 까치산근린공원,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.844666,37.53737,57:52.0,,
GS050071,강서구,참새공원,화곡동 56-638 참새공원,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84699,37.539707,57:52.0,,
GS050072,강서구,한글어린이공원,화곡동 56-3(한글어린이공원),,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.85046,37.53864,57:52.0,,
GS050073,강서구,화곡본동,화곡본동 24-70,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8471,37.546463,57:52.0,,
GS050074,강서구,화곡본동,화곡동 24-536,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84609,37.54664,57:52.0,,
GS050075,강서구,화곡본동,화곡동 46-148(지상3층 헬스장),,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2020,실내,,126.84765,37.544014,57:52.0,,
GS050076,강서구,까치산근린공원,화곡동 105-565,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84445,37.5379,57:52.0,,
GS050077,강서구,까치산근린공원,화곡동 105-565,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84445,37.5379,57:52.0,,
GS050078,강서구,까치산근린공원,화곡동 105-565,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84445,37.5379,57:52.0,,
GS050079,강서구,까치산근린공원,화곡동 105-565,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84445,37.5379,57:52.0,,
GS050080,강서구,까치산근린공원,화곡동 105-565,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84445,37.5379,57:52.0,,
GS060007,강서구,화곡보건분소,화곡1동 366-1  1층,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2016,실내,,126.84108,37.535477,57:52.0,,
GS060008,강서구,보건소,염창동 275-12  지하 전기실,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2016,실내,,126.85257,37.563313,57:52.0,,
GS060009,강서구,화곡보건분소,화곡1동 366-1  정면 2층  외벽,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2019,실외,,126.84105,37.5355,57:52.0,,
GS060010,강서구,화곡1동,화곡1동 425-4  3층 꿈터작은도서관,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2013,실내,,126.8415,37.53069,57:52.0,,
GS060011,강서구,화곡1동,화곡1동 425-4  지하1층,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2016,실내,,126.8415,37.53069,57:52.0,,
GS060012,강서구,화곡1동,화곡1동 425-4  1층,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2017,실내,,126.85445,37.53205,57:52.0,,
GS060013,강서구,화곡1동,화곡1동 425-4  2층,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2018,실내,,126.85445,37.53205,57:52.0,,
GS060014,강서구,화곡1동,화곡1동 425-4  외부 후면,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2019,실외,,126.841576,37.53033,57:52.0,,
GS060015,강서구,화곡1동,화곡1동 425-4  외부 정면,,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2019,실외,,126.84158,37.530506,57:52.0,,
GS060023,강서구,화곡1동,화곡1동 1078-27 CCTV,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84116,37.540554,57:52.0,,
GS060024,강서구,화곡1동,화곡동 1070-39,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83423,37.539253,57:52.0,,
GS060025,강서구,화곡1동,화곡동 1087,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83473,37.538513,57:52.0,,
GS060026,강서구,화곡1동,화곡동 1088-2,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8351,37.53779,57:52.0,,
GS060027,강서구,화곡1동,화곡동 1072-22,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.835884,37.539547,57:52.0,,
GS060028,강서구,화곡1동,화곡동 1086-24,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.836205,37.5386,57:52.0,,
GS060029,강서구,화곡1동,화곡1동 379-50,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83694,37.537975,57:52.0,,
GS060030,강서구,화곡1동,화곡동 381-12,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83923,37.538937,57:52.0,,
GS060031,강서구,화곡1동,화곡1동 662-26,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.841,37.539917,57:52.0,,
GS060032,강서구,화곡1동,화곡동 400-41,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84179,37.538635,57:52.0,,
GS060033,강서구,화곡1동,화곡동 369-1,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83926,37.536175,57:52.0,,
GS060034,강서구,화곡1동,화곡동 362-169,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83982,37.535206,57:52.0,,
GS060036,강서구,화곡1동,화곡동 352-48,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84144,37.535324,57:52.0,,
GS060037,강서구,화곡1동,화곡동 351-25,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.843,37.534534,57:52.0,,
GS060038,강서구,화곡1동,화곡동 362-102,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83986,37.53373,57:52.0,,
GS060039,강서구,화곡1동,화곡동 366-98,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84213,37.534107,57:52.0,,
GS060040,강서구,화곡1동,화곡동 357-1,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83895,37.53047,57:52.0,,
GS060041,강서구,화곡1동,화곡동 358-12,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83903,37.53183,57:52.0,,
GS060042,강서구,화곡1동,화곡동 354-61,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.839455,37.53234,57:52.0,,
GS060043,강서구,까치어린이공원,화곡동 354-30,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8421,37.533325,57:52.0,,
GS060044,강서구,화곡1동,화곡동 350-28,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84429,37.53377,57:52.0,,
GS060045,강서구,화곡1동,화곡동 349-1,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8438,37.53318,57:52.0,,
GS060046,강서구,화곡1동,화곡동 348-33,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84448,37.53223,57:52.0,,
GS060047,강서구,화곡1동,화곡동 343-30,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84583,37.531876,57:52.0,,
GS060048,강서구,화곡1동,화곡동 346-85,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84325,37.5318,57:52.0,,
GS060049,강서구,화곡1동,화곡동 422-6,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84222,37.53215,57:52.0,,
GS060050,강서구,화곡1동,화곡동 424-34,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84133,37.532043,57:52.0,,
GS060051,강서구,화곡1동,화곡동 355-45,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.839714,37.531166,57:52.0,,
GS060052,강서구,화곡1동,화곡동 357-7,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.838486,37.530804,57:52.0,,
GS060053,강서구,화곡1동,화곡동 357-14,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83895,37.53047,57:52.0,,
GS060054,강서구,화곡1동,화곡동 424-86,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.840546,37.530632,57:52.0,,
GS060055,강서구,화곡1동,화곡동 426-5,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8425,37.530674,57:52.0,,
GS060056,강서구,화곡1동,화곡동 343-19,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84543,37.530922,57:52.0,,
GS060057,강서구,화곡1동,화곡동 343-64,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84644,37.53116,57:52.0,,
GS060058,강서구,화곡1동,화곡동 918-24,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84509,37.530067,57:52.0,,
GS060059,강서구,화곡1동,화곡동 925-7,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84291,37.52925,57:52.0,,
GS060060,강서구,화곡1동,화곡동 923-3,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84141,37.528954,57:52.0,,
GS060061,강서구,화곡1동,화곡1동 927-6,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84152,37.52841,57:52.0,,
GS060062,강서구,화곡1동,화곡1동 936-4,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84014,37.528904,57:52.0,,
GS060063,강서구,화곡1동,화곡동 922-13,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84017,37.529366,57:52.0,,
GS060064,강서구,화곡1동,화곡동 911-3,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84433,37.5283,57:52.0,,
GS060065,강서구,화곡1동,화곡1동 910-1,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84578,37.528427,57:52.0,,
GS060066,강서구,화곡1동,화곡동 904-13,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.847305,37.528774,57:52.0,,
GS060068,강서구,화곡1동,강서로 63,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.845665,37.533226,57:52.0,,
GS060069,강서구,화곡1동,강서로 55,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.846016,37.532646,57:52.0,,
GS060070,강서구,화곡1동,강서로 47,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84648,37.53188,57:52.0,,
GS060071,강서구,화곡1동,강서로 43-17,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84701,37.53101,57:52.0,,
GS060073,강서구,화곡1동,가로공원로76길 75,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83842,37.5337,57:52.0,,
GS060074,강서구,화곡1동,가로공원로76길 100,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83879,37.533085,57:52.0,,
GS060075,강서구,화곡1동,강서로17길 101,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.840355,37.532333,57:52.0,,
GS060076,강서구,화곡1동,강서로5나길 94,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.843025,37.528477,57:52.0,,
GS060077,강서구,화곡1동,곰달래로 109,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.8448,37.53052,57:52.0,,
GS060078,강서구,화곡1동,곰달래로 119,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84607,37.530605,57:52.0,,
GS060079,강서구,화곡1동,곰달래로 125,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84669,37.53064,57:52.0,,
GS060080,강서구,초롱어린이공원,화곡동 1088-16,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83624,37.538116,57:52.0,,
GS060081,강서구,다운어린이공원,화곡동 346-26,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84484,37.53206,57:52.0,,
GS060082,강서구,버들어린이공원,화곡동 424-45,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84141,37.53121,57:52.0,,
GS060083,강서구,효심어린이공원,화곡동 922-10,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84058,37.529594,57:52.0,,
GS060084,강서구,화곡1동,가로공원로 219-1,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.840294,37.53795,57:52.0,,
GS060085,강서구,화곡1동,가로공원로 183,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83625,37.53726,57:52.0,,
GS060086,강서구,화곡1동,가로공원로 187,,,1. 주요거리,자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.83668,37.537342,57:52.0,,
GS060087,강서구,화곡1동,화곡동 425-4(지상3층 프로그램실),,,7-1. 커뮤니티 - 행정,자치구,공공WiFi,자가망U무선망,2020,실내,,126.84158,37.530464,57:52.0,,
GS060088,강서구,문화대로공원,화곡동 662-12,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84145,37.53814,57:52.0,,
GS060089,강서구,문화대로공원,화곡동 662-12,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84145,37.53814,57:52.0,,
GS060090,강서구,문화대로공원,화곡동 662-12,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84145,37.53814,57:52.0,,
GS060091,강서구,문화대로공원,화곡동 662-12,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84145,37.53814,57:52.0,,
GS060092,강서구,문화대로공원,화곡동 662-12,,,3. 공원(하천),자치구에스넷1차,공공WiFi,자가망U무선망(S-NET),2020,실외,,126.84145,37.53814,57:52.0,,
