Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10032305121421814,0.10075921418692017,0.10032305121421814,0.10032305121421814,469033600,0.0,0.0
1980-12-15,0.09552533795636478,0.09552533795636478,0.09508917480707169,0.09508917480707169,175884800,0.0,0.0
1980-12-16,0.08854598584692279,0.08854598584692279,0.0881098285317421,0.0881098285317421,105728000,0.0,0.0
1980-12-17,0.0902906060218811,0.090726769060646,0.0902906060218811,0.0902906060218811,86441600,0.0,0.0
1980-12-18,0.0929083600640297,0.09334451731227536,0.0929083600640297,0.0929083600640297,73449600,0.0,0.0
1980-12-19,0.09857845306396484,0.09901461622290891,0.09857845306396484,0.09857845306396484,48630400,0.0,0.0
1980-12-22,0.10337619483470917,0.10381313824930848,0.10337619483470917,0.10337619483470917,37363200,0.0,0.0
1980-12-23,0.10773862153291702,0.10817478477277705,0.10773862153291702,0.10773862153291702,46950400,0.0,0.0
1980-12-24,0.11340869218111038,0.11384485535740643,0.11340869218111038,0.11340869218111038,48003200,0.0,0.0
1980-12-26,0.12387731671333314,0.12431347988190022,0.12387731671333314,0.12387731671333313,55574400,0.0,0.0
1980-12-29,0.1256219446659088,0.12605810778908183,0.1256219446659088,0.1256219446659088,93161600,0.0,0.0
1980-12-30,0.12300494495486958,0.12300494495486958,0.12256879359483719,0.12256879359483719,68880000,0.0,0.0
1980-12-31,0.11951572322186174,0.11951572322186174,0.11907956004142761,0.11907956004142761,35750400,0.0,0.0
1981-01-02,0.12038799375295639,0.12126031979368172,0.12038799375295639,0.12038799375295639,21660800,0.0,0.0
1981-01-05,0.11820723315743929,0.11820723315743929,0.11777108162641525,0.11777108162641525,35728000,0.0,0.0
1981-01-06,0.11297249655234286,0.11297249655234286,0.11253633350133897,0.11253633350133896,45158400,0.0,0.0
1981-01-07,0.10817478477277705,0.10817478477277705,0.10773862153291702,0.10773862153291702,55686400,0.0,0.0
1981-01-08,0.10599391340382605,0.10599391340382605,0.10555776208639144,0.10555776208639145,39827200,0.0,0.0
1981-01-09,0.111227884888649,0.11166404805295177,0.111227884888649,0.11122788488864899,21504000,0.0,0.0
1981-01-12,0.11122788559905866,0.11122788559905866,0.11035557091236115,0.11035557091236115,23699200,0.0,0.0
1981-01-13,0.10686626146967568,0.10686626146967568,0.1064300984144211,0.10643009841442108,23049600,0.0,0.0
1981-01-14,0.106866292655468,0.107302455838004,0.106866292655468,0.10686629265546799,14291200,0.0,0.0
1981-01-15,0.10904710739850998,0.10991942219991879,0.10904710739850998,0.10904710739850998,14067200,0.0,0.0
1981-01-16,0.10861094921633539,0.10861094921633539,0.10817478597164153,0.10817478597164154,13395200,0.0,0.0
1981-01-19,0.11471711844205856,0.11515328142208982,0.11471711844205856,0.11471711844205856,41574400,0.0,0.0
1981-01-20,0.11166404805295177,0.11166404805295177,0.111227884888649,0.11122788488864899,30083200,0.0,0.0
1981-01-21,0.11340869218111038,0.11428100688622268,0.11340869218111038,0.11340869218111038,15904000,0.0,0.0
1981-01-22,0.11471711844205856,0.11558944440212106,0.11471711844205856,0.11471711844205856,35548800,0.0,0.0
1981-01-23,0.11471712445681444,0.11515328745971423,0.11428096145391464,0.11428096145391464,11222400,0.0,0.0
1981-01-26,0.11297249655234286,0.11297249655234286,0.11253633350133897,0.11253633350133896,24640000,0.0,0.0
1981-01-27,0.11253635650967107,0.11253635650967107,0.1116640418767929,0.11166404187679291,23699200,0.0,0.0
1981-01-28,0.10861094921633539,0.10861094921633539,0.10817478597164153,0.10817478597164154,28156800,0.0,0.0
1981-01-29,0.10468547660714411,0.10468547660714411,0.10424931347370149,0.10424931347370148,43904000,0.0,0.0
1981-01-30,0.09945077938185298,0.09945077938185298,0.09857845306396484,0.09857845306396484,46188800,0.0,0.0
1981-02-02,0.09334451731227536,0.09334451731227536,0.0929083600640297,0.0929083600640297,23766400,0.0,0.0
1981-02-03,0.09639766067266464,0.09683381800835977,0.09639766067266464,0.09639766067266464,19152000,0.0,0.0
1981-02-04,0.09988697618246078,0.1003231278408202,0.09988697618246078,0.09988697618246078,27865600,0.0,0.0
1981-02-05,0.09988697618246078,0.10075929114666289,0.09988697618246078,0.09988697618246078,7929600,0.0,0.0
1981-02-06,0.10032305121421814,0.10075921418692017,0.10032305121421814,0.10032305121421814,13865600,0.0,0.0
1981-02-09,0.09596149528191832,0.09596149528191832,0.09508917480707169,0.09508917480707169,16755200,0.0,0.0
1981-02-10,0.09508917480707169,0.09552533795636478,0.09508917480707169,0.09508917480707169,18345600,0.0,0.0
1981-02-11,0.09247223330960644,0.09247223330960644,0.09203607589006424,0.09203607589006424,13843200,0.0,0.0
1981-02-12,0.09159989333291149,0.09159989333291149,0.09116294980049133,0.09116294980049133,14560000,0.0,0.0
1981-02-13,0.0898544779458687,0.0898544779458687,0.08898215740919113,0.08898215740919113,11155200,0.0,0.0
1981-02-17,0.09116294980049133,0.09159989333291149,0.09116294980049133,0.09116294980049133,12275200,0.0,0.0
1981-02-18,0.09508917480707169,0.09596149528191832,0.09508917480707169,0.09508917480707169,19241600,0.0,0.0
1981-02-19,0.08985450003651595,0.08985450003651595,0.08941833674907684,0.08941833674907684,22310400,0.0,0.0
1981-02-20,0.08505671343211597,0.08505671343211597,0.08462055027484894,0.08462055027484894,24371200,0.0,0.0
1981-02-23,0.08592905104160309,0.08636521431532256,0.08592905104160309,0.08592905104160309,14112000,0.0,0.0
1981-02-24,0.08374824295020614,0.08374824295020614,0.08287592232227325,0.08287592232227325,16979200,0.0,0.0
1981-02-25,0.0881098285317421,0.08854598584692279,0.0881098285317421,0.0881098285317421,19488000,0.0,0.0
1981-02-26,0.08941833674907684,0.08985450003651595,0.08941833674907684,0.08941833674907684,10841600,0.0,0.0
1981-02-27,0.09247223287820816,0.09334455353696385,0.09247223287820816,0.09247223287820816,14761600,0.0,0.0
1981-03-02,0.0929083600640297,0.09334451731227536,0.0929083600640297,0.0929083600640297,11760000,0.0,0.0
1981-03-03,0.09203606720287312,0.09203606720287312,0.09159990400075912,0.09159990400075912,16172800,0.0,0.0
1981-03-04,0.09116292768236259,0.09116292768236259,0.09072677046060562,0.09072677046060562,13708800,0.0,0.0
1981-03-05,0.090726769060646,0.090726769060646,0.0902906060218811,0.0902906060218811,5376000,0.0,0.0
1981-03-06,0.09029065750021369,0.09029065750021369,0.08941833674907684,0.08941833674907684,11603200,0.0,0.0
1981-03-09,0.08287592273841556,0.08287592273841556,0.08243976533412932,0.08243976533412933,15321600,0.0,0.0
1981-03-10,0.07894966777024347,0.07894966777024347,0.07851351052522659,0.07851351052522659,28380800,0.0,0.0
1981-03-11,0.07633268699181178,0.07633268699181178,0.07546036690473557,0.07546036690473557,29859200,0.0,0.0
1981-03-12,0.07851351052522659,0.07894966777024347,0.07851351052522659,0.07851351052522659,59248000,0.0,0.0
1981-03-13,0.07807735382955709,0.07807735382955709,0.07764119654893875,0.07764119654893875,231302400,0.0,0.0
1981-03-16,0.08069512993097305,0.08156745062664904,0.08069512993097305,0.08069512993097305,37228800,0.0,0.0
1981-03-17,0.08462055027484894,0.08549287076564335,0.08462055027484894,0.08462055027484894,43747200,0.0,0.0
1981-03-18,0.08985447883605957,0.09072679938137926,0.08985447883605957,0.08985447883605957,36937600,0.0,0.0
1981-03-19,0.08941831476565994,0.08941831476565994,0.08898215740919113,0.08898215740919113,37811200,0.0,0.0
1981-03-20,0.08985447883605957,0.09072679938137926,0.08985447883605957,0.08985447883605957,14604800,0.0,0.0
1981-03-23,0.09334450960159302,0.09421682984976522,0.09334450960159302,0.09334450960159302,22019200,0.0,0.0
1981-03-24,0.09334451731227536,0.09334451731227536,0.0929083600640297,0.0929083600640297,28156800,0.0,0.0
1981-03-25,0.09203605648422934,0.09203605648422934,0.09116294980049133,0.09116294980049133,7056000,0.0,0.0
1981-03-26,0.08985450003651595,0.08985450003651595,0.08941833674907684,0.08941833674907684,12275200,0.0,0.0
1981-03-27,0.08680136544798214,0.08680136544798214,0.08636520802974701,0.08636520802974701,12252800,0.0,0.0
1981-03-30,0.08636520802974701,0.08723752868995807,0.08636520802974701,0.08636520802974701,9900800,0.0,0.0
1981-03-31,0.08636521478186918,0.08636521478186918,0.08549289405345917,0.08549289405345917,15993600,0.0,0.0
